Puzzle,Solution Count,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
3..4.4....2..3..,1,5,11,0,0,0,0,0,0,0,Simple,
...2..1.1..4.2..,1,5,11,0,0,0,0,0,0,0,Simple,
...4.3..1.4....1,1,5,11,0,0,0,0,0,0,0,Simple,
......34.413....,1,5,11,0,0,0,0,0,0,0,Simple,
.....2.3...4.3.2,1,5,11,0,0,0,0,0,0,0,Simple,
.1..4.....24..1.,1,5,11,0,0,0,0,0,0,0,Simple,
4.1......4..1..2,1,5,11,0,0,0,0,0,0,0,Simple,
...3.34..4....2.,1,5,11,0,0,0,0,0,0,0,Simple,
.1....3.....23..,1,4,12,0,0,0,0,0,0,0,Simple,
...3.31....14...,1,5,11,0,0,0,0,0,0,0,Simple,
..4.1...42......,1,4,12,0,0,0,0,0,0,0,Simple,
3..2...3....2..1,1,5,11,0,0,0,0,0,0,0,Simple,
1.2....32.......,1,4,12,0,0,0,0,0,0,0,Simple,
..3....2.2..31..,1,5,11,0,0,0,0,0,0,0,Simple,
13.......2....3.,1,4,12,0,0,0,0,0,0,0,Simple,
3.1....3...1.4..,1,5,11,0,0,0,0,0,0,0,Simple,
.....2....4.4.1.,1,4,12,0,0,0,0,0,0,0,Simple,
....2......1.4.2,1,4,12,0,0,0,0,0,0,0,Simple,
..1..1.3...2..3.,1,5,11,0,0,0,0,0,0,0,Simple,
.....12.....4..1,1,4,12,0,0,0,0,0,0,0,Simple,
4......3.2..3..2,1,5,11,0,0,0,0,0,0,0,Simple,
2..4.41......2..,1,5,11,0,0,0,0,0,0,0,Simple,
..1..14.3.......,1,4,12,0,0,0,0,0,0,0,Simple,
.....24.....2..3,1,4,12,0,0,0,0,0,0,0,Simple,
3....24...2.....,1,4,12,0,0,0,0,0,0,0,Simple,
.23.3....1....2.,1,5,11,0,0,0,0,0,0,0,Simple,
.1.........2.231,1,5,11,0,0,0,0,0,0,0,Simple,
.......42...3.2.,1,4,12,0,0,0,0,0,0,0,Simple,
.34...2.4.......,1,4,12,0,0,0,0,0,0,0,Simple,
.3.4.1.....3..4.,1,5,11,0,0,0,0,0,0,0,Simple,
....1..44..13...,1,5,11,0,0,0,0,0,0,0,Simple,
....42......234.,1,5,11,0,0,0,0,0,0,0,Simple,
...4..2......4.1,1,4,12,0,0,0,0,0,0,0,Simple,
...44...1......2,1,4,12,0,0,0,0,0,0,0,Simple,
.13..4.....1....,1,4,12,0,0,0,0,0,0,0,Simple,
..13......3.4...,1,4,12,0,0,0,0,0,0,0,Simple,
2.4...2..3......,1,4,12,0,0,0,0,0,0,0,Simple,
.12..3.........1,1,4,12,0,0,0,0,0,0,0,Simple,
1......34......4,1,4,12,0,0,0,0,0,0,0,Simple,
.....4.21.4.....,1,4,12,0,0,0,0,0,0,0,Simple,
.....4...3.4..1.,1,4,12,0,0,0,0,0,0,0,Simple,
..2....1.41....4,1,5,11,0,0,0,0,0,0,0,Simple,
...4.1.....3.4..,1,4,12,0,0,0,0,0,0,0,Simple,
....2..1.....23.,1,4,12,0,0,0,0,0,0,0,Simple,
.23..3.....1....,1,4,12,0,0,0,0,0,0,0,Simple,
.1.3..2...1....2,1,5,11,0,0,0,0,0,0,0,Simple,
2.1..4.2.......1,1,5,11,0,0,0,0,0,0,0,Simple,
.......22..11..4,1,5,11,0,0,0,0,0,0,0,Simple,
.....132.21.....,1,5,11,0,0,0,0,0,0,0,Simple,
.41.......3..14.,1,5,11,0,0,0,0,0,0,0,Simple,
...1....4....1.3,1,4,12,0,0,0,0,0,0,0,Simple,
2.......4..11..2,1,5,11,0,0,0,0,0,0,0,Simple,
2..1.1...2....4.,1,5,11,0,0,0,0,0,0,0,Simple,
......4.4..21...,1,4,12,0,0,0,0,0,0,0,Simple,
2....3....2...13,1,5,11,0,0,0,0,0,0,0,Simple,
.3.2....3.4.....,1,4,12,0,0,0,0,0,0,0,Simple,
....4.....2.3..4,1,4,12,0,0,0,0,0,0,0,Simple,
....4.3.34..2...,1,5,11,0,0,0,0,0,0,0,Simple,
.4.2.2...3.4....,1,5,11,0,0,0,0,0,0,0,Simple,
.2.13..213......,1,6,10,0,0,0,0,0,0,0,Simple,
...4..3.....3.2.,1,4,12,0,0,0,0,0,0,0,Simple,
.......4.1...43.,1,4,12,0,0,0,0,0,0,0,Simple,
4..2.21......4..,1,5,11,0,0,0,0,0,0,0,Simple,
2....42..1..4...,1,5,11,0,0,0,0,0,0,0,Simple,
.......1.4...12.,1,4,12,0,0,0,0,0,0,0,Simple,
1...2......2...4,1,4,12,0,0,0,0,0,0,0,Simple,
4...3..41..3....,1,5,11,0,0,0,0,0,0,0,Simple,
3....1...3.22...,1,5,11,0,0,0,0,0,0,0,Simple,
....3.211..3....,1,5,11,0,0,0,0,0,0,0,Simple,
2.....2...3.1...,1,4,12,0,0,0,0,0,0,0,Simple,
4..3....2..43...,1,5,11,0,0,0,0,0,0,0,Simple,
41..........124.,1,5,11,0,0,0,0,0,0,0,Simple,
312..........31.,1,5,11,0,0,0,0,0,0,0,Simple,
....1.2..4.1....,1,4,12,0,0,0,0,0,0,0,Simple,
..4....2.32....3,1,5,11,0,0,0,0,0,0,0,Simple,
..4.2.....14....,1,4,12,0,0,0,0,0,0,0,Simple,
..3.4.1..1......,1,4,12,0,0,0,0,0,0,0,Simple,
..1.1.3..2......,1,4,12,0,0,0,0,0,0,0,Simple,
..3.1....2.3..2.,1,5,11,0,0,0,0,0,0,0,Simple,
....2..4.1..4...,1,4,12,0,0,0,0,0,0,0,Simple,
....2....4.2...3,1,4,12,0,0,0,0,0,0,0,Simple,
4.2..2....4.1...,1,5,11,0,0,0,0,0,0,0,Simple,
.4..3....1..4.1.,1,5,11,0,0,0,0,0,0,0,Simple,
3..2..4......2.4,1,5,11,0,0,0,0,0,0,0,Simple,
.2.......1.2.3.1,1,5,11,0,0,0,0,0,0,0,Simple,
.34....3....24..,1,5,11,0,0,0,0,0,0,0,Simple,
.42.........234.,1,5,11,0,0,0,0,0,0,0,Simple,
..4..2....3..3..,1,4,12,0,0,0,0,0,0,0,Simple,
4.1.3.4...3.....,1,5,11,0,0,0,0,0,0,0,Simple,
.4.....3.1.....1,1,4,12,0,0,0,0,0,0,0,Simple,
412.........12..,1,5,11,0,0,0,0,0,0,0,Simple,
2.4.3......4..2.,1,5,11,0,0,0,0,0,0,0,Simple,
..2....4....2.3.,1,4,12,0,0,0,0,0,0,0,Simple,
.43...1.3.......,1,4,12,0,0,0,0,0,0,0,Simple,
31......2......3,1,4,12,0,0,0,0,0,0,0,Simple,
..41..2.2....1..,1,5,11,0,0,0,0,0,0,0,Simple,
.....1.....23..1,1,4,12,0,0,0,0,0,0,0,Simple,
4..1....2...1..4,1,5,11,0,0,0,0,0,0,0,Simple,
.1..2.1....3.2..,1,5,11,0,0,0,0,0,0,0,Simple,
.1.4.2.1.......2,1,5,11,0,0,0,0,0,0,0,Simple,
..3..14.4.......,1,4,12,0,0,0,0,0,0,0,Simple,
.1.44......1.3..,1,5,11,0,0,0,0,0,0,0,Simple,
...2.4.3.....3.4,1,5,11,0,0,0,0,0,0,0,Simple,
..23..4..3..4...,1,5,11,0,0,0,0,0,0,0,Simple,
4....21....2..4.,1,5,11,0,0,0,0,0,0,0,Simple,
...4.1....4.2...,1,4,12,0,0,0,0,0,0,0,Simple,
4........34...2.,1,4,12,0,0,0,0,0,0,0,Simple,
.2.11.....4.2...,1,5,11,0,0,0,0,0,0,0,Simple,
....12........13,1,4,12,0,0,0,0,0,0,0,Simple,
.4.3.....3..2...,1,4,12,0,0,0,0,0,0,0,Simple,
..2.3.......43..,1,4,12,0,0,0,0,0,0,0,Simple,
3.....2.......34,1,4,12,0,0,0,0,0,0,0,Simple,
..3..3...4....2.,1,4,12,0,0,0,0,0,0,0,Simple,
1.2..3........1.,1,4,12,0,0,0,0,0,0,0,Simple,
..1..2........31,1,4,12,0,0,0,0,0,0,0,Simple,
1.4...3..1..4...,1,5,11,0,0,0,0,0,0,0,Simple,
......32.2.....4,1,4,12,0,0,0,0,0,0,0,Simple,
...1.2.33.......,1,4,12,0,0,0,0,0,0,0,Simple,
.42..2.........3,1,4,12,0,0,0,0,0,0,0,Simple,
...3.3.2....1...,1,4,12,0,0,0,0,0,0,0,Simple,
.14......4..3...,1,4,12,0,0,0,0,0,0,0,Simple,
...33......24...,1,4,12,0,0,0,0,0,0,0,Simple,
..41.....413....,1,5,11,0,0,0,0,0,0,0,Simple,
....43.....23...,1,4,12,0,0,0,0,0,0,0,Simple,
2....3....21...3,1,5,11,0,0,0,0,0,0,0,Simple,
.4..2.1.......2.,1,4,12,0,0,0,0,0,0,0,Simple,
....4.3.3....2..,1,4,12,0,0,0,0,0,0,0,Simple,
.3.2.1....2....3,1,5,11,0,0,0,0,0,0,0,Simple,
...13...43......,1,4,12,0,0,0,0,0,0,0,Simple,
.32....3...2..4.,1,5,11,0,0,0,0,0,0,0,Simple,
..23...1.1..2...,1,5,11,0,0,0,0,0,0,0,Simple,
..1.3..2..3....1,1,5,11,0,0,0,0,0,0,0,Simple,
.4..1....31....4,1,5,11,0,0,0,0,0,0,0,Simple,
..2..1........14,1,4,12,0,0,0,0,0,0,0,Simple,
....14....4..2..,1,4,12,0,0,0,0,0,0,0,Simple,
.2.....12.4..4..,1,5,11,0,0,0,0,0,0,0,Simple,
2..4.4........23,1,5,11,0,0,0,0,0,0,0,Simple,
1......2...14...,1,4,12,0,0,0,0,0,0,0,Simple,
2..3...4.....3..,1,4,12,0,0,0,0,0,0,0,Simple,
.......42...41.2,1,5,11,0,0,0,0,0,0,0,Simple,
....2.4...3.4.2.,1,5,11,0,0,0,0,0,0,0,Simple,
.32....3..1..2..,1,5,11,0,0,0,0,0,0,0,Simple,
..2.4.....3..3.2,1,5,11,0,0,0,0,0,0,0,Simple,
3.....1...21....,1,4,12,0,0,0,0,0,0,0,Simple,
2....12....1..4.,1,5,11,0,0,0,0,0,0,0,Simple,
.....2..3..4...3,1,4,12,0,0,0,0,0,0,0,Simple,
..41.......2.1..,1,4,12,0,0,0,0,0,0,0,Simple,
.3....4.32......,1,4,12,0,0,0,0,0,0,0,Simple,
...4.4....3.1...,1,4,12,0,0,0,0,0,0,0,Simple,
.4.1.3.4.1......,1,5,11,0,0,0,0,0,0,0,Simple,
.24.4..1......1.,1,5,11,0,0,0,0,0,0,0,Simple,
.3....1....22...,1,4,12,0,0,0,0,0,0,0,Simple,
...1..2..4...21.,1,5,11,0,0,0,0,0,0,0,Simple,
....31....23....,1,4,12,0,0,0,0,0,0,0,Simple,
...13.....14....,1,4,12,0,0,0,0,0,0,0,Simple,
..1..32.....2...,1,4,12,0,0,0,0,0,0,0,Simple,
...1.4..2.....2.,1,4,12,0,0,0,0,0,0,0,Simple,
.....24.3....4..,1,4,12,0,0,0,0,0,0,0,Simple,
..1.2.3......3..,1,4,12,0,0,0,0,0,0,0,Simple,
3..2.13...2.....,1,5,11,0,0,0,0,0,0,0,Simple,
..2.4.1.1....4..,1,5,11,0,0,0,0,0,0,0,Simple,
1....2....4..12.,1,5,11,0,0,0,0,0,0,0,Simple,
.3.4.2....3.....,1,4,12,0,0,0,0,0,0,0,Simple,
..2..2....1..3..,1,4,12,0,0,0,0,0,0,0,Simple,
..2..3......42..,1,4,12,0,0,0,0,0,0,0,Simple,
...3.3.2....4...,1,4,12,0,0,0,0,0,0,0,Simple,
1.2.2.3.......1.,1,5,11,0,0,0,0,0,0,0,Simple,
4..2.3.........4,1,4,12,0,0,0,0,0,0,0,Simple,
..1.3..4.....4.1,1,5,11,0,0,0,0,0,0,0,Simple,
...3...4.1...4..,1,4,12,0,0,0,0,0,0,0,Simple,
.4.......1.4.2.1,1,5,11,0,0,0,0,0,0,0,Simple,
4.2....3....2...,1,4,12,0,0,0,0,0,0,0,Simple,
.4.12.4.......1.,1,5,11,0,0,0,0,0,0,0,Simple,
3....21.......2.,1,4,12,0,0,0,0,0,0,0,Simple,
4....3.2...3....,1,4,12,0,0,0,0,0,0,0,Simple,
..4..13.3.......,1,4,12,0,0,0,0,0,0,0,Simple,
..3..4..2......2,1,4,12,0,0,0,0,0,0,0,Simple,
....2.3...2....4,1,4,12,0,0,0,0,0,0,0,Simple,
.1.22...1....4..,1,5,11,0,0,0,0,0,0,0,Simple,
34......1......3,1,4,12,0,0,0,0,0,0,0,Simple,
.1......1..2.23.,1,5,11,0,0,0,0,0,0,0,Simple,
.....1.32.3.....,1,4,12,0,0,0,0,0,0,0,Simple,
...43...1....31.,1,5,11,0,0,0,0,0,0,0,Simple,
.......3.3.4.4.2,1,5,11,0,0,0,0,0,0,0,Simple,
...21...41......,1,4,12,0,0,0,0,0,0,0,Simple,
..23........24..,1,4,12,0,0,0,0,0,0,0,Simple,
...2..4.....2..3,1,4,12,0,0,0,0,0,0,0,Simple,
....42.3....3..4,1,5,11,0,0,0,0,0,0,0,Simple,
...2....24.11...,1,5,11,0,0,0,0,0,0,0,Simple,
....321..12.....,1,5,11,0,0,0,0,0,0,0,Simple,
..3..3....1..4..,1,4,12,0,0,0,0,0,0,0,Simple,
....41....12....,1,4,12,0,0,0,0,0,0,0,Simple,
....23....2.4...,1,4,12,0,0,0,0,0,0,0,Simple,
.2.....2.3.44...,1,5,11,0,0,0,0,0,0,0,Simple,
2.4..4....23....,1,5,11,0,0,0,0,0,0,0,Simple,
23..4......4..3.,1,5,11,0,0,0,0,0,0,0,Simple,
41..2......2..1.,1,5,11,0,0,0,0,0,0,0,Simple,
...1.4..43......,1,4,12,0,0,0,0,0,0,0,Simple,
1..3..1.....32..,1,5,11,0,0,0,0,0,0,0,Simple,
......43.1..4.1.,1,5,11,0,0,0,0,0,0,0,Simple,
..2.2.1......4..,1,4,12,0,0,0,0,0,0,0,Simple,
..4.3..11.......,1,4,12,0,0,0,0,0,0,0,Simple,
.43.....2..4....,1,4,12,0,0,0,0,0,0,0,Simple,
.23......32..4..,1,5,11,0,0,0,0,0,0,0,Simple,
...4...2.3...4..,1,4,12,0,0,0,0,0,0,0,Simple,
.24..32...3.....,1,5,11,0,0,0,0,0,0,0,Simple,
.2.4.1....2.....,1,4,12,0,0,0,0,0,0,0,Simple,
..2...3.2...1...,1,4,12,0,0,0,0,0,0,0,Simple,
..4.3.1..3..1...,1,5,11,0,0,0,0,0,0,0,Simple,
.3.....2..13....,1,4,12,0,0,0,0,0,0,0,Simple,
..3..2...1....1.,1,4,12,0,0,0,0,0,0,0,Simple,
.....41.2..4....,1,4,12,0,0,0,0,0,0,0,Simple,
..13....43......,1,4,12,0,0,0,0,0,0,0,Simple,
....1...4.13..4.,1,5,11,0,0,0,0,0,0,0,Simple,
.1....2...3..2..,1,4,12,0,0,0,0,0,0,0,Simple,
.3..4...3..2.2..,1,5,11,0,0,0,0,0,0,0,Simple,
.....321.....1.2,1,5,11,0,0,0,0,0,0,0,Simple,
...13...1......2,1,4,12,0,0,0,0,0,0,0,Simple,
1.......2..1..3.,1,4,12,0,0,0,0,0,0,0,Simple,
.....2.3...2.3.1,1,5,11,0,0,0,0,0,0,0,Simple,
..3..34..42.....,1,5,11,0,0,0,0,0,0,0,Simple,
.3.......23..42.,1,5,11,0,0,0,0,0,0,0,Simple,
34...2...3.4....,1,5,11,0,0,0,0,0,0,0,Simple,
.2..1........32.,1,4,12,0,0,0,0,0,0,0,Simple,
.24.4...2....3..,1,5,11,0,0,0,0,0,0,0,Simple,
...1.....13..4..,1,4,12,0,0,0,0,0,0,0,Simple,
...3.24..4......,1,4,12,0,0,0,0,0,0,0,Simple,
....4.1..4.2....,1,4,12,0,0,0,0,0,0,0,Simple,
.....2.41....4..,1,4,12,0,0,0,0,0,0,0,Simple,
...3....34.22...,1,5,11,0,0,0,0,0,0,0,Simple,
.3....1.34......,1,4,12,0,0,0,0,0,0,0,Simple,
.2..1........3.2,1,4,12,0,0,0,0,0,0,0,Simple,
..14...22....1..,1,5,11,0,0,0,0,0,0,0,Simple,
.4..2..3...2....,1,4,12,0,0,0,0,0,0,0,Simple,
.......2.3..42.3,1,5,11,0,0,0,0,0,0,0,Simple,
..3...4.3...1...,1,4,12,0,0,0,0,0,0,0,Simple,
....4.2.3...2.3.,1,5,11,0,0,0,0,0,0,0,Simple,
.1.4.3.1.....4..,1,5,11,0,0,0,0,0,0,0,Simple,
..3.3..22......4,1,5,11,0,0,0,0,0,0,0,Simple,
...2....4...2.1.,1,4,12,0,0,0,0,0,0,0,Simple,
..2..41.4....1..,1,5,11,0,0,0,0,0,0,0,Simple,
......124....2.4,1,5,11,0,0,0,0,0,0,0,Simple,
....4..2..2..1.4,1,5,11,0,0,0,0,0,0,0,Simple,
..4.....4.2..3..,1,4,12,0,0,0,0,0,0,0,Simple,
..2.3..11.......,1,4,12,0,0,0,0,0,0,0,Simple,
..2.2.4......1..,1,4,12,0,0,0,0,0,0,0,Simple,
2..1...4.1......,1,4,12,0,0,0,0,0,0,0,Simple,
1........21...4.,1,4,12,0,0,0,0,0,0,0,Simple,
..4..3....3..2..,1,4,12,0,0,0,0,0,0,0,Simple,
.2.33.4........4,1,5,11,0,0,0,0,0,0,0,Simple,
...44.1.1.....2.,1,5,11,0,0,0,0,0,0,0,Simple,
1....2.......42.,1,4,12,0,0,0,0,0,0,0,Simple,
....4.3..1.4....,1,4,12,0,0,0,0,0,0,0,Simple,
2....4..3..2....,1,4,12,0,0,0,0,0,0,0,Simple,
..1.4.....4.3...,1,4,12,0,0,0,0,0,0,0,Simple,
......3.4..11...,1,4,12,0,0,0,0,0,0,0,Simple,
.....4....2..3.4,1,4,12,0,0,0,0,0,0,0,Simple,
....4..2....21.4,1,5,11,0,0,0,0,0,0,0,Simple,
.1.....4.4.33...,1,5,11,0,0,0,0,0,0,0,Simple,
..23......1..2..,1,4,12,0,0,0,0,0,0,0,Simple,
....21..3......2,1,4,12,0,0,0,0,0,0,0,Simple,
..1......1.3.2..,1,4,12,0,0,0,0,0,0,0,Simple,
..2..3......34..,1,4,12,0,0,0,0,0,0,0,Simple,
4....24.2....3..,1,5,11,0,0,0,0,0,0,0,Simple,
...44....2....3.,1,4,12,0,0,0,0,0,0,0,Simple,
..1.1.3......2..,1,4,12,0,0,0,0,0,0,0,Simple,
...21...24......,1,4,12,0,0,0,0,0,0,0,Simple,
4..3..2.3.......,1,4,12,0,0,0,0,0,0,0,Simple,
12........32....,1,4,12,0,0,0,0,0,0,0,Simple,
...4.2........32,1,4,12,0,0,0,0,0,0,0,Simple,
.....23.4....3..,1,4,12,0,0,0,0,0,0,0,Simple,
1...3.4....3....,1,4,12,0,0,0,0,0,0,0,Simple,
....42..142.....,1,5,11,0,0,0,0,0,0,0,Simple,
.2.44.........32,1,5,11,0,0,0,0,0,0,0,Simple,
.1..3.1.2.....3.,1,5,11,0,0,0,0,0,0,0,Simple,
.....14...1....2,1,4,12,0,0,0,0,0,0,0,Simple,
.32........4..3.,1,4,12,0,0,0,0,0,0,0,Simple,
..1..4....21....,1,4,12,0,0,0,0,0,0,0,Simple,
.....3.4..2....3,1,4,12,0,0,0,0,0,0,0,Simple,
..1..4.2.1..4...,1,5,11,0,0,0,0,0,0,0,Simple,
3.......1..32..1,1,5,11,0,0,0,0,0,0,0,Simple,
.2.4........4.3.,1,4,12,0,0,0,0,0,0,0,Simple,
.3.1..2.....1..2,1,5,11,0,0,0,0,0,0,0,Simple,
.1.......2.1.4.2,1,5,11,0,0,0,0,0,0,0,Simple,
....31....3.2...,1,4,12,0,0,0,0,0,0,0,Simple,
.2..3...1..2..3.,1,5,11,0,0,0,0,0,0,0,Simple,
..2...4..2...3..,1,4,12,0,0,0,0,0,0,0,Simple,
.4..1.....34...1,1,5,11,0,0,0,0,0,0,0,Simple,
....23....13....,1,4,12,0,0,0,0,0,0,0,Simple,
2.4.....4.21....,1,5,11,0,0,0,0,0,0,0,Simple,
..1....4.3...4.1,1,5,11,0,0,0,0,0,0,0,Simple,
34.......1.....4,1,4,12,0,0,0,0,0,0,0,Simple,
.3..1..2.2..3...,1,5,11,0,0,0,0,0,0,0,Simple,
....3....4.2...4,1,4,12,0,0,0,0,0,0,0,Simple,
.1..2..13....2..,1,5,11,0,0,0,0,0,0,0,Simple,
...4..3.32...4..,1,5,11,0,0,0,0,0,0,0,Simple,
...42.....43....,1,4,12,0,0,0,0,0,0,0,Simple,
1......22......4,1,4,12,0,0,0,0,0,0,0,Simple,
......322.43....,1,5,11,0,0,0,0,0,0,0,Simple,
.4.3......2....4,1,4,12,0,0,0,0,0,0,0,Simple,
4.1.1.2.......4.,1,5,11,0,0,0,0,0,0,0,Simple,
....2...4..2..3.,1,4,12,0,0,0,0,0,0,0,Simple,
....4.2.2.1.1...,1,5,11,0,0,0,0,0,0,0,Simple,
34...1....1....3,1,5,11,0,0,0,0,0,0,0,Simple,
...2...31...2...,1,4,12,0,0,0,0,0,0,0,Simple,
2......4......12,1,4,12,0,0,0,0,0,0,0,Simple,
421..........12.,1,5,11,0,0,0,0,0,0,0,Simple,
.23..42.......4.,1,5,11,0,0,0,0,0,0,0,Simple,
......43....41..,1,4,12,0,0,0,0,0,0,0,Simple,
..1...242.4.....,1,5,11,0,0,0,0,0,0,0,Simple,
.1...4.1..3.....,1,4,12,0,0,0,0,0,0,0,Simple,
...22..3.4......,1,4,12,0,0,0,0,0,0,0,Simple,
2..........13.2.,1,4,12,0,0,0,0,0,0,0,Simple,
4..3.........41.,1,4,12,0,0,0,0,0,0,0,Simple,
2.1..42.41......,1,6,10,0,0,0,0,0,0,0,Simple,
..3..34......41.,1,5,11,0,0,0,0,0,0,0,Simple,
..4.2..1....1...,1,4,12,0,0,0,0,0,0,0,Simple,
.3.1......2....3,1,4,12,0,0,0,0,0,0,0,Simple,
.1..3.......2..3,1,4,12,0,0,0,0,0,0,0,Simple,
421.........14..,1,5,11,0,0,0,0,0,0,0,Simple,
1......3..41....,1,4,12,0,0,0,0,0,0,0,Simple,
4..31...3..4....,1,5,11,0,0,0,0,0,0,0,Simple,
2.41........4.1.,1,5,11,0,0,0,0,0,0,0,Simple,
....4.1......1.2,1,4,12,0,0,0,0,0,0,0,Simple,
.4....4.1......3,1,4,12,0,0,0,0,0,0,0,Simple,
.3..2.....3...12,1,5,11,0,0,0,0,0,0,0,Simple,
..1....33...21..,1,5,11,0,0,0,0,0,0,0,Simple,
.....2..1..2...3,1,4,12,0,0,0,0,0,0,0,Simple,
..2....3.3.1....,1,4,12,0,0,0,0,0,0,0,Simple,
.31.........3..4,1,4,12,0,0,0,0,0,0,0,Simple,
24........2.1...,1,4,12,0,0,0,0,0,0,0,Simple,
.....3.2.2..4...,1,4,12,0,0,0,0,0,0,0,Simple,
1..3.........34.,1,4,12,0,0,0,0,0,0,0,Simple,
..12...3.2.1....,1,5,11,0,0,0,0,0,0,0,Simple,
.2.4...1.1.2....,1,5,11,0,0,0,0,0,0,0,Simple,
4.2.....1...2.4.,1,5,11,0,0,0,0,0,0,0,Simple,
.1.2..4..2......,1,4,12,0,0,0,0,0,0,0,Simple,
.23......123....,1,5,11,0,0,0,0,0,0,0,Simple,
...2..1..14.....,1,4,12,0,0,0,0,0,0,0,Simple,
.1..4..3.......4,1,4,12,0,0,0,0,0,0,0,Simple,
..2......3...1.3,1,4,12,0,0,0,0,0,0,0,Simple,
....432.....32..,1,5,11,0,0,0,0,0,0,0,Simple,
.4.....3...22.3.,1,5,11,0,0,0,0,0,0,0,Simple,
....24....32....,1,4,12,0,0,0,0,0,0,0,Simple,
...2.....4...34.,1,4,12,0,0,0,0,0,0,0,Simple,
1......4..2..2..,1,4,12,0,0,0,0,0,0,0,Simple,
3..2.2...3..1...,1,5,11,0,0,0,0,0,0,0,Simple,
..2..1..32......,1,4,12,0,0,0,0,0,0,0,Simple,
..4..31.....1...,1,4,12,0,0,0,0,0,0,0,Simple,
....24....1..1.4,1,5,11,0,0,0,0,0,0,0,Simple,
4...1.3........1,1,4,12,0,0,0,0,0,0,0,Simple,
3.1.4......3....,1,4,12,0,0,0,0,0,0,0,Simple,
.....3.1....2.1.,1,4,12,0,0,0,0,0,0,0,Simple,
2......41......2,1,4,12,0,0,0,0,0,0,0,Simple,
..1...32.2..3...,1,5,11,0,0,0,0,0,0,0,Simple,
..4.....1...4..3,1,4,12,0,0,0,0,0,0,0,Simple,
....3...4.3....2,1,4,12,0,0,0,0,0,0,0,Simple,
....14....3..1..,1,4,12,0,0,0,0,0,0,0,Simple,
.1.3.3.2...1....,1,5,11,0,0,0,0,0,0,0,Simple,
143.........3.1.,1,5,11,0,0,0,0,0,0,0,Simple,
....4.2...4....3,1,4,12,0,0,0,0,0,0,0,Simple,
...34...3..1.1..,1,5,11,0,0,0,0,0,0,0,Simple,
......42.3....2.,1,4,12,0,0,0,0,0,0,0,Simple,
4....1......2.4.,1,4,12,0,0,0,0,0,0,0,Simple,
...1.3..32......,1,4,12,0,0,0,0,0,0,0,Simple,
.31........4..3.,1,4,12,0,0,0,0,0,0,0,Simple,
.3..21.....2..3.,1,5,11,0,0,0,0,0,0,0,Simple,
2....4....4...21,1,5,11,0,0,0,0,0,0,0,Simple,
.2.....3...2.1..,1,4,12,0,0,0,0,0,0,0,Simple,
.4..1.2....2..4.,1,5,11,0,0,0,0,0,0,0,Simple,
2.........4..43.,1,4,12,0,0,0,0,0,0,0,Simple,
